date,Adj Close,Close,High,Low,Open,Volume,close,ret_1,ma_5,ma_10,ma_20,vol_10,vol_20,volume,vol_ma_10
,SPY,SPY,SPY,SPY,SPY,SPY,,,,,,,,,
2000-03-23,96.6937255859375,152.65625,153.46875,149.15625,149.15625,11654500,152.65625,0.017072662919008996,149.0125,144.65625,141.3046875,0.018833368509511728,0.01659851874876635,11654500.0,11893350.0
2000-03-24,97.26776123046875,153.5625,155.75,151.71875,152.875,11462900,153.5625,0.005936540429887449,150.3375,146.0,142.31640625,0.01826149032392031,0.01642124532862482,11462900.0,12247180.0
2000-03-27,96.23844909667969,151.9375,153.78125,151.8125,153.375,8798600,151.9375,-0.010582010582010581,151.4875,147.334375,143.10703125,0.018219118640052687,0.016545154827461047,8798600.0,12072990.0
2000-03-28,95.68424224853516,151.0625,152.984375,150.59375,151.25,6334400,151.0625,-0.005758946935417564,151.8625,148.778125,143.78828125,0.017169717057332886,0.016706618371294533,6334400.0,11880040.0
2000-03-29,95.78317260742188,151.21875,152.484375,149.65625,151.5625,6747500,151.21875,0.0010343400910219902,152.0875,149.91875,144.42734375,0.016720763144956092,0.016717568336798952,6747500.0,11524710.0
2000-03-30,94.17990112304688,148.6875,151.921875,147.125,150.15625,9491900,148.6875,-0.01673899566026038,151.29375,150.153125,144.93515625,0.011673377041640735,0.017371084727709655,9491900.0,9913760.0
2000-03-31,95.24872589111328,150.375,152.3125,148.4375,149.625,9249100,150.375,0.011349306431273742,150.65625,150.496875,145.39765625,0.01206167170568953,0.01711142714196858,9249100.0,9811380.0
2000-04-03,95.80297088623047,151.25,151.25,148.6875,150.125,8508200,151.25,0.005818786367414841,150.51875,151.003125,145.97265625,0.011800307818657665,0.016837943672076715,8508200.0,9411970.0
2000-04-04,95.09041595458984,150.125,153.0,141.390625,151.75,19585500,150.125,-0.007438016528925617,150.33125,151.096875,146.6265625,0.010559015157960058,0.01616269298989034,19585500.0,10009260.0
2000-04-05,94.49658203125,149.1875,150.8125,147.625,147.875,8387200,149.1875,-0.0062447960033306105,149.925,151.00625,147.2421875,0.01057792081413102,0.016297258577852868,8387200.0,10021980.0
2000-04-06,95.31803131103516,150.484375,151.6875,149.0,150.25,6378500,150.484375,0.00869291998324262,150.284375,150.7890625,147.72265625,0.009278393662923703,0.015268146208115821,6378500.0,9494380.0
2000-04-07,95.9217300415039,151.4375,152.125,150.5,151.5625,6023600,151.4375,0.006333714048385453,150.496875,150.5765625,148.28828125,0.009314036852221737,0.015138988176795879,6023600.0,8950450.0
2000-04-10,95.545654296875,150.84375,153.109375,150.3125,151.75,9624200,150.84375,-0.003920759389187012,150.415625,150.4671875,148.90078125,0.008804973312379328,0.014853815557119916,9624200.0,9033010.0
2000-04-11,95.2685546875,150.40625,151.625,148.375,150.0,9006400,150.40625,-0.002900352185622568,150.471875,150.4015625,149.58984375,0.00866734946290998,0.014316033758997444,9006400.0,9300210.0
2000-04-12,92.65570831298828,146.28125,151.15625,146.15625,150.375,10779200,146.28125,-0.027425722002908826,149.890625,149.9078125,149.91328125,0.012126016450779677,0.015341302626527008,10779200.0,9703380.0
2000-04-13,91.36911010742188,144.25,148.15625,143.78125,147.46875,12225800,144.25,-0.013885921811578772,148.64375,149.4640625,149.80859375,0.011802558178357176,0.011667608100676182,12225800.0,9976770.0
2000-04-14,86.14354705810547,136.0,142.8125,133.5,142.625,29604000,136.0,-0.05719237435008662,145.55625,148.0265625,149.26171875,0.019776573391452227,0.017126730362404412,29604000.0,12012260.0
2000-04-17,89.1521987915039,140.75,140.75,134.6875,135.1875,23918200,140.75,0.03492647058823528,143.5375,146.9765625,148.98984375,0.02402023863942933,0.019173054572979627,23918200.0,13553260.0
2000-04-18,91.50768280029297,144.46875,144.46875,139.78125,140.5625,11069200,144.46875,0.026420959147424483,142.35,146.4109375,148.75390625,0.026222280520651182,0.019574360851222557,11069200.0,12701630.0
2000-04-19,90.65657043457031,143.125,145.125,142.53125,144.5,6553700,143.125,-0.009301319489508963,141.71875,145.8046875,148.40546875,0.02627533570802604,0.019566404727225827,6553700.0,12518280.0
2000-04-20,91.0920181274414,143.8125,143.9375,142.375,143.5625,8537600,143.8125,0.004803493449781593,141.63125,145.1375,147.96328125,0.02609763156163116,0.019117871928531947,8537600.0,12734190.0
2000-04-24,90.10232543945312,142.25,143.3125,140.5,141.5,12893100,142.25,-0.010864841373316003,142.88125,144.21875,147.39765625,0.025891164331287228,0.019082708624865614,12893100.0,13421140.0
2000-04-25,93.84341430664062,148.15625,148.15625,144.4375,144.625,14102000,148.15625,0.041520210896309306,144.3625,143.95,147.20859375,0.02995280671138813,0.021490208988822552,14102000.0,13868920.0
2000-04-26,92.7844467163086,146.484375,148.75,146.0,147.96875,7711100,146.484375,-0.011284539126766524,144.765625,143.5578125,146.9796875,0.030116676741671285,0.021589378036463193,7711100.0,13739390.0
2000-04-27,92.47754669189453,146.0,147.34375,143.0,143.0,15595300,146.0,-0.00330666666666668,145.340625,143.5296875,146.71875,0.028812055145102277,0.02158633811236419,15595300.0,14221000.0
2000-04-28,91.90360260009766,145.09375,147.859375,145.0625,147.0,8743400,145.09375,-0.0062071917808219634,145.596875,143.6140625,146.5390625,0.028496015302835673,0.021322692367724296,8743400.0,13872760.0
2000-05-01,93.15055847167969,147.0625,148.484375,145.84375,146.5625,7328300,147.0625,0.013568813267283986,146.559375,144.7203125,146.3734375,0.019961043167652036,0.021396026801959303,7328300.0,11645190.0
2000-05-02,91.28997802734375,144.125,147.125,144.125,145.5,9411900,144.125,-0.01997450063748407,145.753125,145.0578125,146.0171875,0.0192790595270816,0.021744606370654646,9411900.0,10194560.0
2000-05-03,89.1521987915039,140.75,144.0,139.78125,144.0,12630700,140.75,-0.02341717259323506,144.60625,144.6859375,145.5484375,0.018856106859253187,0.022235824348005338,12630700.0,10350710.0
2000-05-04,89.82521057128906,141.8125,142.359375,140.75,142.0,5963600,141.8125,0.007548845470692678,143.76875,144.5546875,145.1796875,0.01892821566467286,0.022342987181967693,5963600.0,10291700.0
2000-05-05,90.91388702392578,143.53125,144.0,140.9375,141.0625,7862400,143.53125,0.012119876597620038,143.45625,144.5265625,144.83203125,0.019304869206946473,0.022444584218590444,7862400.0,10224180.0
2000-05-08,90.2309799194336,142.453125,143.375,141.84375,142.75,5064100,142.453125,-0.007511430437622479,142.534375,144.546875,144.3828125,0.019124020243441998,0.022383489836906932,5064100.0,9441280.0
2000-05-09,89.50851440429688,141.3125,143.40625,140.265625,143.0625,5620300,141.3125,-0.00800701985302188,141.971875,143.8625,143.90625,0.012546432065153249,0.022412752134241015,5620300.0,8593110.0
2000-05-10,87.48953247070312,138.125,140.96875,137.75,140.5,10293900,138.125,-0.022556390977443663,141.446875,143.0265625,143.2921875,0.013665440151998142,0.02283429344517413,10293900.0,8851390.0
2000-05-11,89.48868560791016,141.28125,141.5,139.125,140.125,7091100,141.28125,0.022850678733031593,141.340625,142.5546875,143.0421875,0.01641671560993991,0.02288717832036764,7091100.0,8000970.0
2000-05-12,90.45858764648438,142.8125,143.46875,141.625,141.8125,5960800,142.8125,0.010838310108383098,141.196875,142.3265625,142.9703125,0.016941533116134395,0.022849940802522173,5960800.0,7722710.0
2000-05-15,92.02233123779297,145.28125,145.609375,142.0,142.75,4441300,145.28125,0.017286652078774667,141.7625,142.1484375,143.434375,0.01734385828233819,0.018789991840111323,4441300.0,7434010.0
2000-05-16,92.9130630493164,146.6875,147.71875,145.3125,146.5625,8192200,146.6875,0.009679500967950005,142.8375,142.4046875,143.73125,0.016255750718721162,0.017359245024566566,8192200.0,7312040.0
2000-05-17,91.94319915771484,145.15625,146.1875,144.46875,145.6875,5907200,145.15625,-0.010438858116744831,144.24375,142.8453125,143.765625,0.014426541397238764,0.016593337651544783,5907200.0,6639690.0
2000-05-18,90.81494140625,143.375,146.3125,143.375,145.625,4325600,143.375,-0.012271259418729863,144.6625,143.0015625,143.778125,0.015105323248027679,0.016697381329410052,4325600.0,6475890.0
2000-05-19,89.3897476196289,141.125,143.234375,140.40625,142.5625,6518400,141.125,-0.01569311246730598,144.325,142.7609375,143.64375,0.01542818174535665,0.017026934344242364,6518400.0,6341490.0
2000-05-22,88.71675872802734,140.0625,141.46875,137.0,141.25,10839400,140.0625,-0.0075287865367581475,143.28125,142.521875,143.534375,0.01542892382009632,0.01693932284089556,10839400.0,6919020.0
2000-05-23,87.41036224365234,138.0,140.8125,137.5625,140.4375,7979200,138.0,-0.014725568942436373,141.54375,142.190625,143.0265625,0.015879394715101858,0.013982513055270252,7979200.0,7154910.0
2000-05-24,88.83550262451172,140.25,140.6875,136.5,138.0,11081500,140.25,0.016304347826086918,140.5625,142.403125,142.71484375,0.015095078176274153,0.014519645397639162,11081500.0,7233670.0
2000-05-25,87.31138610839844,137.84375,141.8125,137.71875,140.6875,8278900,137.84375,-0.01715686274509809,139.45625,142.059375,142.30703125,0.014115934146523118,0.014906759222674735,8278900.0,7352450.0
2000-05-26,87.41036224365234,138.0,139.6875,137.328125,138.8125,4814000,138.0,0.001133529811834011,138.83125,141.578125,141.95234375,0.013423538277456324,0.01490790494843023,4814000.0,7237770.0
2000-05-30,90.26070404052734,142.5,142.9375,139.46875,140.0,5362700,142.5,0.032608695652173836,139.31875,141.3,141.72421875,0.016550017736721295,0.016503671783278648,5362700.0,7329910.0
2000-05-31,90.45858764648438,142.8125,144.0,142.09375,142.5625,6056500,142.8125,0.002192982456140413,140.28125,140.9125,141.65859375,0.016136761452521315,0.01592812549474975,6056500.0,7116340.0
2000-06-01,92.0421371459961,145.3125,145.4375,143.0,143.6875,8961600,145.3125,0.017505470459518557,141.29375,140.928125,141.88671875,0.017015918882059167,0.015427823725921467,8961600.0,7421780.0
2000-06-02,93.64546966552734,147.84375,149.09375,147.484375,148.9375,8962200,147.84375,0.0174193548387096,143.29375,141.375,142.18828125,0.01718041622106298,0.015778362355626137,8962200.0,7885440.0
2000-06-05,93.19017028808594,147.125,148.21875,146.875,147.46875,6998100,147.125,-0.004861551469033998,145.11875,141.975,142.36796875,0.0161681335003572,0.015673151465513447,6998100.0,7933410.0
2000-06-06,92.7745132446289,146.46875,147.78125,145.90625,146.625,4858900,146.46875,-0.0044604927782497805,145.9125,142.615625,142.56875,0.01594653561031027,0.015596990890304195,4858900.0,7335360.0
2000-06-07,93.41783142089844,147.484375,148.0,146.0,146.625,4919500,147.484375,0.006934072967783145,146.846875,143.5640625,142.87734375,0.014429360280089901,0.015474701862302237,4919500.0,7029390.0
2000-06-08,93.05162811279297,146.90625,147.75,146.0625,147.5,5723100,146.90625,-0.003919906769784931,147.165625,144.2296875,143.31640625,0.014360442555100586,0.014427848070927686,5723100.0,6493550.0
2000-06-09,92.85372161865234,146.59375,147.96875,145.625,147.5,3085300,146.59375,-0.0021272069772388935,146.915625,145.1046875,143.58203125,0.012477142756946544,0.013698582487650083,3085300.0,5974190.0
2000-06-12,91.76502227783203,144.875,146.96875,144.875,146.96875,3678900,144.875,-0.011724578981027522,146.465625,145.7921875,143.68515625,0.013667857442912702,0.013855032566907302,3678900.0,5860680.0
2000-06-13,93.48713684082031,147.59375,147.75,144.625,144.8125,6558700,147.59375,0.018766177739430567,146.690625,146.3015625,143.80078125,0.010995957745993715,0.01395126456095483,6558700.0,5980280.0
2000-06-14,93.64546966552734,147.84375,148.875,147.1875,148.25,6420500,147.84375,0.0016938386618674528,146.7625,146.8046875,143.85859375,0.011004045207441611,0.013799674207782687,6420500.0,6016680.0
2000-06-15,93.84341430664062,148.15625,148.75,146.84375,148.125,5881200,148.15625,0.0021137180300148106,147.0125,147.0890625,144.00859375,0.00984644461963029,0.013560187953432125,5881200.0,5708640.0
2000-06-16,93.07231140136719,146.59375,148.3125,145.875,148.3125,5567900,146.59375,-0.010546298249314523,147.0125,146.9640625,144.16953125,0.008901222708876479,0.013475820776558149,5567900.0,5369210.0
2000-06-19,94.26271057128906,148.46875,149.15625,146.25,146.46875,5106900,148.46875,0.012790449797484449,147.73125,147.0984375,144.53671875,0.009721668347088314,0.013096721898608832,5106900.0,5180090.0
2000-06-20,93.92546081542969,147.9375,148.875,147.0,148.1875,6480000,147.9375,-0.003578194064407514,147.8,147.2453125,144.93046875,0.009670960506819145,0.012964715780432163,6480000.0,5342200.0
2000-06-21,93.88580322265625,147.875,148.4375,146.890625,146.9375,3115000,147.875,-0.00042247570764686326,147.80625,147.284375,145.42421875,0.009450086425860812,0.012324740564687558,3115000.0,5161750.0
2000-06-22,92.45726776123047,145.625,147.6875,145.0,147.5625,7490500,145.625,-0.015215553677092153,147.3,147.15625,145.69296875,0.010614485246280466,0.012617504720496582,7490500.0,5338490.0
2000-06-23,91.66363525390625,144.375,146.125,143.875,145.8125,4863300,144.375,-0.008583690987124415,146.85625,146.934375,146.01953125,0.01089514896259689,0.012067603661177925,4863300.0,5516290.0
2000-06-26,92.84415435791016,146.234375,146.25,144.875,145.375,5201300,146.234375,0.012878787878787934,146.409375,147.0703125,146.43125,0.011098396824798892,0.012287238597558836,5201300.0,5668530.0
2000-06-27,92.15962982177734,145.15625,146.71875,145.015625,145.984375,4159500,145.15625,-0.007372582540869699,145.853125,146.8265625,146.5640625,0.009393671514009272,0.010304302357150493,4159500.0,5428610.0
2000-06-28,92.4176254272461,145.5625,146.984375,145.3125,145.625,5347700,145.5625,0.0027987082884821657,145.390625,146.5984375,146.7015625,0.009443400072038206,0.010308962504942808,5347700.0,5321330.0
2000-06-29,91.54454040527344,144.1875,145.75,143.515625,144.75,6345700,144.1875,-0.00944611421210817,145.103125,146.2015625,146.6453125,0.009655177093739588,0.009786747486774203,6345700.0,5367780.0
2000-06-30,92.23900604248047,145.28125,145.59375,143.890625,143.9375,7420200,145.28125,0.0075856090160382195,145.284375,146.0703125,146.5171875,0.009713998071916374,0.009068020979790151,7420200.0,5553010.0
2000-07-03,93.5087890625,147.28125,147.4375,145.1875,145.4375,1436600,147.28125,0.013766401376640092,145.49375,145.9515625,146.525,0.009869991532077297,0.009575142709085379,1436600.0,5185980.0
2000-07-05,91.82234191894531,144.625,146.65625,144.375,146.375,2748200,144.625,-0.018035221727137674,145.3875,145.6203125,146.4328125,0.011286041534064354,0.010363814056836413,2748200.0,4812800.0
2000-07-06,92.53661346435547,145.75,146.46875,144.21875,144.9375,5963200,145.75,0.007778738115816752,145.425,145.4078125,146.34609375,0.011719584277288378,0.01039772103891338,5963200.0,5097620.0
2000-07-07,94.0246810913086,148.09375,148.78125,146.25,146.6875,3034800,148.09375,0.01608061749571177,146.20625,145.6546875,146.40546875,0.011794182373246172,0.01099990036037749,3034800.0,4652050.0
2000-07-10,93.8659439086914,147.84375,148.90625,147.53125,147.875,2816100,147.84375,-0.001688119856509851,146.71875,146.0015625,146.46796875,0.011315046410167513,0.010994901785878653,2816100.0,4447330.0
2000-07-11,94.06436920166016,148.15625,149.125,147.15625,147.46875,5431600,148.15625,0.0021137180300148106,146.89375,146.19375,146.63203125,0.010706734552568568,0.01061517322908385,5431600.0,4470360.0
2000-07-12,94.67939758300781,149.125,150.125,148.6875,149.28125,5883000,149.125,0.006538704914575089,147.79375,146.590625,146.70859375,0.010343902353097517,0.009874939359920669,5883000.0,4642710.0
2000-07-13,95.09600830078125,149.78125,150.375,149.1875,149.984375,5356000,149.78125,0.0044006705783739,148.6,147.0125,146.80546875,0.010357148819516564,0.009909748303886799,5356000.0,4643540.0
2000-07-14,96.02853393554688,151.25,151.25,149.671875,150.4375,5341900,151.25,0.00980596703525971,149.23125,147.71875,146.96015625,0.00956423059827878,0.010114744384325075,5341900.0,4543160.0
2000-07-17,95.86986541748047,151.0,151.984375,150.6875,150.984375,4208300,151.0,-0.0016528925619834212,149.8625,148.290625,147.18046875,0.009714005268133132,0.009766084459398775,4208300.0,4221970.0
2000-07-18,95.08613586425781,149.765625,150.625,149.34375,150.625,4262100,149.765625,-0.008174668874172175,150.184375,148.5390625,147.2453125,0.009718506219633685,0.009617526134621482,4262100.0,4504520.0
2000-07-19,94.32228088378906,148.5625,149.90625,148.25,149.46875,8506800,148.5625,-0.008033385498174228,150.071875,148.9328125,147.2765625,0.007781497458664446,0.009766877720335108,8506800.0,5080380.0
2000-07-20,95.63177490234375,150.625,150.625,148.8125,149.0,4538900,150.625,0.013883045856121212,150.240625,149.4203125,147.4140625,0.008434711670104247,0.010227530333121286,4538900.0,4937950.0
2000-07-21,93.76673889160156,147.6875,149.75,147.6875,149.75,5656900,147.6875,-0.019502074688796722,149.528125,149.3796875,147.5171875,0.009844481636709502,0.010621905016909856,5656900.0,5200160.0
2000-07-24,93.23102569580078,146.84375,148.859375,146.5625,148.125,5628500,146.84375,-0.005713076597545497,148.696875,149.2796875,147.640625,0.009991858257223932,0.0105078246100871,5628500.0,5481400.0
2000-07-25,93.52863311767578,147.3125,147.84375,146.78125,147.75,4757100,147.3125,0.0031921685464992855,148.20625,149.1953125,147.69453125,0.0100305483001029,0.01014359211907326,4757100.0,5413950.0
2000-07-26,92.6159439086914,145.875,147.15625,145.640625,146.96875,12062500,145.875,-0.009758167161646125,147.66875,148.8703125,147.73046875,0.01007905240495118,0.010253434216253368,12062500.0,6031900.0
2000-07-27,92.2985610961914,145.375,146.625,144.6875,145.9375,7652600,145.375,-0.003427592116538092,146.61875,148.4296875,147.72109375,0.009813802084728122,0.010267991766982428,7652600.0,6261560.0
2000-07-28,90.21527099609375,142.09375,145.90625,141.515625,145.71875,6229500,142.09375,-0.022570937231298327,145.5,147.5140625,147.61640625,0.010461618527929996,0.0112727701460775,6229500.0,6350320.0
2000-07-31,90.79065704345703,143.0,144.125,142.0625,142.9375,5265500,143.0,0.006377831537277334,144.73125,146.7140625,147.50234375,0.011134012983674096,0.011229365248465108,5265500.0,6456040.0
2000-08-01,91.34617614746094,143.875,144.71875,143.125,143.625,3946600,143.875,0.006118881118881037,144.04375,146.125,147.33203125,0.011640306625321535,0.010832936014052833,3946600.0,6424490.0
2000-08-02,91.80245208740234,144.59375,145.40625,143.625,143.875,7439800,144.59375,0.004995655951346656,143.7875,145.728125,147.33046875,0.011858761341454692,0.010141483115890549,7439800.0,6317790.0
2000-08-03,92.43741607666016,145.59375,145.8125,142.625,142.875,4607100,145.59375,0.006915928247244407,143.83125,145.225,147.32265625,0.010949970521801624,0.010108604992685576,4607100.0,6324610.0
2000-08-04,92.93342590332031,146.375,146.71875,145.40625,146.3125,3686600,146.375,0.00536595836016307,144.6875,145.09375,147.23671875,0.009613147843180783,0.009475331817057302,3686600.0,6127580.0
2000-08-07,94.04447174072266,148.125,148.4375,146.375,146.71875,4159800,148.125,0.011955593509820561,145.7125,145.221875,147.25078125,0.010224376425425044,0.009871243128121739,4159800.0,5980710.0
2000-08-08,94.40165710449219,148.6875,148.8125,147.5,147.5,3658700,148.6875,0.0037974683544304,146.675,145.359375,147.27734375,0.010241123491468853,0.009896096686986032,3658700.0,5870870.0
2000-08-09,93.60802459716797,147.4375,149.21875,147.375,149.140625,5383800,147.4375,-0.008406893652795344,147.24375,145.515625,147.19296875,0.010091560707864754,0.009958393900491675,5383800.0,5203000.0
2000-08-10,93.15169525146484,146.71875,147.859375,146.28125,147.53125,4193400,146.71875,-0.0048749470114455296,147.46875,145.65,147.03984375,0.010173948650458982,0.009933052147657589,4193400.0,4857080.0
2000-08-11,93.58815002441406,147.40625,148.0,145.5625,146.625,5089400,147.40625,0.00468583599574024,147.675,146.18125,146.84765625,0.005935396822487026,0.009703619662333886,5089400.0,4743070.0
2000-08-14,94.7785873413086,149.28125,149.5625,147.0625,147.78125,2966700,149.28125,0.012719949120203466,147.90625,146.809375,146.76171875,0.00656009822726739,0.0101914902097272,2966700.0,4513190.0
2000-08-15,94.6992416381836,149.15625,149.8125,148.5625,149.34375,5564600,149.15625,-0.0008373456144022962,148.0,147.3375,146.73125,0.006715980025857894,0.010032361108445187,5564600.0,4674990.0
2000-08-16,94.36195373535156,148.625,149.9375,147.84375,149.3125,5191600,148.625,-0.003561701236119874,148.2375,147.740625,146.734375,0.0070592858196131016,0.009896467144188216,5191600.0,4450170.0
2000-08-17,95.35399627685547,150.1875,150.4375,148.34375,148.6875,5652200,150.1875,0.010513036164844447,148.93125,148.2,146.7125,0.007378125036380104,0.009675076846928962,5652200.0,4554680.0
2000-08-18,95.0365219116211,149.6875,150.375,149.21875,150.375,4626400,149.6875,-0.0033291718684976823,149.3875,148.53125,146.8125,0.007595250478014269,0.00858231772231457,4626400.0,4648660.0
