date,Adj Close,Close,High,Low,Open,Volume,close,ret_1,ma_5,ma_10,ma_20,vol_10,vol_20,volume,vol_ma_10,target_next_close,target_up
2000-02-15,89.13350677490234,141.078125,141.21875,137.796875,139.25,11078300,141.078125,0.0113127240143369,140.421875,141.5640625,141.57734375,0.0127020454595883,0.0154378546922555,11078300.0,7457000.0,139.0,0
2000-02-16,87.82054138183594,139.0,140.9375,138.796875,140.375,8845400,139.0,-0.0147303134344888,139.965625,141.3578125,141.17734375,0.0135370989561779,0.0155300734903192,8845400.0,7720950.0,138.28125,0
2000-02-17,87.36644744873047,138.28125,140.4375,138.21875,140.4375,7584200,138.28125,-0.0051708633093525,139.309375,140.8671875,140.85390625,0.0122561713817718,0.0152593514598811,7584200.0,7679620.0,135.3125,0
2000-02-18,85.49077606201172,135.3125,138.875,134.625,138.875,9409200,135.3125,-0.0214689265536722,138.634375,140.1390625,140.39765625,0.0135294403158186,0.0158576374703974,9409200.0,8128000.0,134.96875,0
2000-02-22,85.27361297607422,134.96875,136.34375,133.53125,135.1875,16415400,134.96875,-0.002540415704388,137.728125,139.3984375,140.12890625,0.0135033169011066,0.0147069696184641,16415400.0,9184960.0,136.5625,1
2000-02-23,86.28054809570312,136.5625,137.46875,134.5,135.625,12119000,136.5625,0.0118082889557769,136.825,138.6234375,139.86015625,0.013233348128358,0.0147286704795268,12119000.0,9903220.0,133.8125,0
2000-02-24,84.54309844970703,133.8125,137.03125,133.09375,136.6875,17375000,133.8125,-0.020137299771167,135.7875,137.8765625,139.51015625,0.0131222529744764,0.0152391533179862,17375000.0,10789570.0,133.328125,0
2000-02-25,84.23703002929688,133.328125,136.71875,133.125,135.1875,10559900,133.328125,-0.0036198038299859,134.796875,137.053125,139.1640625,0.0128919814232566,0.0152373651275408,10559900.0,11176500.0,136.125,1
2000-02-28,86.00415802001953,136.125,136.6875,132.71875,133.375,13397800,136.125,0.0209773819289815,134.959375,136.796875,139.1765625,0.0142988780572802,0.0144993928463959,13397800.0,11531300.0,137.4375,1
2000-02-29,86.83334350585938,137.4375,137.4375,135.75,136.0625,8242500,137.4375,0.0096418732782368,135.453125,136.590625,139.0703125,0.0145706511250353,0.0132630577271319,8242500.0,11502670.0,138.4375,1
2000-03-01,87.46517181396484,138.4375,139.0,137.21875,137.625,6868000,138.4375,0.0072760345611642,135.828125,136.3265625,138.9453125,0.0142315153212853,0.0131675212027233,6868000.0,11081640.0,138.53125,1
2000-03-02,87.52438354492188,138.53125,139.125,137.34375,138.6875,7600200,138.53125,0.0006772009029345,136.771875,136.2796875,138.81875,0.0134903991587561,0.0131661806338268,7600200.0,10957120.0,141.125,1
2000-03-03,89.16316986083984,141.125,141.71875,139.71875,140.4375,12770300,141.125,0.0187232122715994,138.33125,136.5640625,138.715625,0.0145939986630632,0.0134214941073266,12770300.0,11475730.0,139.75,0
2000-03-06,88.29441833496094,139.75,141.34375,138.75,140.8125,11967100,139.75,-0.0097431355181576,139.05625,137.0078125,138.5734375,0.0128542587685554,0.01355613042376,11967100.0,11731520.0,137.046875,0
2000-03-07,86.58656311035156,137.046875,140.15625,135.21875,140.0,20062000,137.046875,-0.0193425760286225,138.978125,137.215625,138.30703125,0.014672896747989,0.0141696298854235,20062000.0,12096180.0,136.875,0
2000-03-08,86.47797393798828,136.875,137.84375,135.03125,136.46875,11808500,136.875,-0.0012541329380914,138.665625,137.246875,137.93515625,0.0142407928767487,0.0137004356021976,11808500.0,12065130.0,140.875,1
2000-03-09,89.00518798828125,140.875,140.875,136.125,137.25,5500900,140.875,0.0292237442922373,139.134375,137.953125,137.91484375,0.0149014838232811,0.0147067156333989,5500900.0,10877720.0,140.125,0
2000-03-10,88.53132629394531,140.125,142.0,139.53125,140.1875,7924600,140.125,-0.0053238686779059,138.934375,138.6328125,137.84296875,0.0150235047568127,0.0147444242805822,7924600.0,10614190.0,138.59375,0
2000-03-13,87.56388092041016,138.59375,140.46875,135.6875,136.6875,10540500,138.59375,-0.0109277430865298,138.703125,138.8796875,137.83828125,0.0146569448211572,0.0142177765053046,10540500.0,10328460.0,136.625,0
2000-03-14,86.31999206542969,136.625,140.09375,136.15625,139.28125,8263900,136.625,-0.014205186020293,138.61875,138.7984375,137.69453125,0.0151868763112442,0.0144924365722694,8263900.0,10330600.0,139.8125,1
2000-03-15,88.3338851928711,139.8125,140.4375,136.0625,136.875,10300800,139.8125,0.0233302836230557,139.20625,138.9359375,137.63125,0.0168558603026428,0.0152562473485615,10300800.0,10673880.0,146.34375,1
2000-03-16,92.4603500366211,146.34375,146.84375,140.875,141.625,25601400,146.34375,0.0467143495753241,140.3,139.7171875,137.9984375,0.0221714920553536,0.0181232698850435,25601400.0,12474000.0,146.9375,1
2000-03-17,93.07141876220703,146.9375,148.0,145.4375,145.8125,10272900,146.9375,0.0040572282724749,141.6625,140.2984375,138.43125,0.0216957059023678,0.018028704996114,10272900.0,12224260.0,146.1875,0
2000-03-20,92.5963363647461,146.1875,147.34375,144.78125,146.875,12502300,146.1875,-0.0051042109740535,143.18125,140.9421875,138.975,0.0214109200558737,0.0172029405580693,12502300.0,12277780.0,149.1875,1
2000-03-21,94.49658203125,149.1875,149.75,144.5,145.53125,13612600,149.1875,0.0205215904232578,145.69375,142.15625,139.6859375,0.0201049220622294,0.017510811649325,13612600.0,11632840.0,150.09375,1
2000-03-22,95.07062530517578,150.09375,150.84375,148.6875,149.5625,8260000,150.09375,0.0060745705906997,147.75,143.478125,140.3625,0.0198333646052346,0.017443123122283,8260000.0,11277990.0,152.65625,1
2000-03-23,96.6937255859375,152.65625,153.46875,149.15625,149.15625,11654500,152.65625,0.0170726629190089,149.0125,144.65625,141.3046875,0.0188333685095117,0.0165985187487663,11654500.0,11893350.0,153.5625,1
2000-03-24,97.26776123046875,153.5625,155.75,151.71875,152.875,11462900,153.5625,0.0059365404298874,150.3375,146.0,142.31640625,0.0182614903239203,0.0164212453286248,11462900.0,12247180.0,151.9375,0
2000-03-27,96.23844909667969,151.9375,153.78125,151.8125,153.375,8798600,151.9375,-0.0105820105820105,151.4875,147.334375,143.10703125,0.0182191186400526,0.016545154827461,8798600.0,12072990.0,151.0625,0
2000-03-28,95.68424224853516,151.0625,152.984375,150.59375,151.25,6334400,151.0625,-0.0057589469354175,151.8625,148.778125,143.78828125,0.0171697170573328,0.0167066183712945,6334400.0,11880040.0,151.21875,1
2000-03-29,95.78317260742188,151.21875,152.484375,149.65625,151.5625,6747500,151.21875,0.0010343400910219,152.0875,149.91875,144.42734375,0.016720763144956,0.0167175683367989,6747500.0,11524710.0,148.6875,0
2000-03-30,94.17990112304688,148.6875,151.921875,147.125,150.15625,9491900,148.6875,-0.0167389956602603,151.29375,150.153125,144.93515625,0.0116733770416407,0.0173710847277096,9491900.0,9913760.0,150.375,1
2000-03-31,95.24872589111328,150.375,152.3125,148.4375,149.625,9249100,150.375,0.0113493064312737,150.65625,150.496875,145.39765625,0.0120616717056895,0.0171114271419685,9249100.0,9811380.0,151.25,1
2000-04-03,95.80297088623047,151.25,151.25,148.6875,150.125,8508200,151.25,0.0058187863674148,150.51875,151.003125,145.97265625,0.0118003078186576,0.0168379436720767,8508200.0,9411970.0,150.125,0
2000-04-04,95.09041595458984,150.125,153.0,141.390625,151.75,19585500,150.125,-0.0074380165289256,150.33125,151.096875,146.6265625,0.01055901515796,0.0161626929898903,19585500.0,10009260.0,149.1875,0
2000-04-05,94.49658203125,149.1875,150.8125,147.625,147.875,8387200,149.1875,-0.0062447960033306,149.925,151.00625,147.2421875,0.010577920814131,0.0162972585778528,8387200.0,10021980.0,150.484375,1
2000-04-06,95.31803131103516,150.484375,151.6875,149.0,150.25,6378500,150.484375,0.0086929199832426,150.284375,150.7890625,147.72265625,0.0092783936629237,0.0152681462081158,6378500.0,9494380.0,151.4375,1
2000-04-07,95.9217300415039,151.4375,152.125,150.5,151.5625,6023600,151.4375,0.0063337140483854,150.496875,150.5765625,148.28828125,0.0093140368522217,0.0151389881767958,6023600.0,8950450.0,150.84375,0
2000-04-10,95.545654296875,150.84375,153.109375,150.3125,151.75,9624200,150.84375,-0.003920759389187,150.415625,150.4671875,148.90078125,0.0088049733123793,0.0148538155571199,9624200.0,9033010.0,150.40625,0
2000-04-11,95.2685546875,150.40625,151.625,148.375,150.0,9006400,150.40625,-0.0029003521856225,150.471875,150.4015625,149.58984375,0.0086673494629099,0.0143160337589974,9006400.0,9300210.0,146.28125,0
2000-04-12,92.65570831298828,146.28125,151.15625,146.15625,150.375,10779200,146.28125,-0.0274257220029088,149.890625,149.9078125,149.91328125,0.0121260164507796,0.015341302626527,10779200.0,9703380.0,144.25,0
2000-04-13,91.36911010742188,144.25,148.15625,143.78125,147.46875,12225800,144.25,-0.0138859218115787,148.64375,149.4640625,149.80859375,0.0118025581783571,0.0116676081006761,12225800.0,9976770.0,136.0,0
2000-04-14,86.14354705810547,136.0,142.8125,133.5,142.625,29604000,136.0,-0.0571923743500866,145.55625,148.0265625,149.26171875,0.0197765733914522,0.0171267303624044,29604000.0,12012260.0,140.75,1
2000-04-17,89.1521987915039,140.75,140.75,134.6875,135.1875,23918200,140.75,0.0349264705882352,143.5375,146.9765625,148.98984375,0.0240202386394293,0.0191730545729796,23918200.0,13553260.0,144.46875,1
2000-04-18,91.50768280029297,144.46875,144.46875,139.78125,140.5625,11069200,144.46875,0.0264209591474244,142.35,146.4109375,148.75390625,0.0262222805206511,0.0195743608512225,11069200.0,12701630.0,143.125,0
2000-04-19,90.65657043457031,143.125,145.125,142.53125,144.5,6553700,143.125,-0.0093013194895089,141.71875,145.8046875,148.40546875,0.026275335708026,0.0195664047272258,6553700.0,12518280.0,143.8125,1
2000-04-20,91.0920181274414,143.8125,143.9375,142.375,143.5625,8537600,143.8125,0.0048034934497815,141.63125,145.1375,147.96328125,0.0260976315616311,0.0191178719285319,8537600.0,12734190.0,142.25,0
2000-04-24,90.10232543945312,142.25,143.3125,140.5,141.5,12893100,142.25,-0.010864841373316,142.88125,144.21875,147.39765625,0.0258911643312872,0.0190827086248656,12893100.0,13421140.0,148.15625,1
2000-04-25,93.84341430664062,148.15625,148.15625,144.4375,144.625,14102000,148.15625,0.0415202108963093,144.3625,143.95,147.20859375,0.0299528067113881,0.0214902089888225,14102000.0,13868920.0,146.484375,0
2000-04-26,92.7844467163086,146.484375,148.75,146.0,147.96875,7711100,146.484375,-0.0112845391267665,144.765625,143.5578125,146.9796875,0.0301166767416712,0.0215893780364631,7711100.0,13739390.0,146.0,0
2000-04-27,92.47754669189453,146.0,147.34375,143.0,143.0,15595300,146.0,-0.0033066666666666,145.340625,143.5296875,146.71875,0.0288120551451022,0.0215863381123641,15595300.0,14221000.0,145.09375,0
2000-04-28,91.90360260009766,145.09375,147.859375,145.0625,147.0,8743400,145.09375,-0.0062071917808219,145.596875,143.6140625,146.5390625,0.0284960153028356,0.0213226923677242,8743400.0,13872760.0,147.0625,1
2000-05-01,93.15055847167969,147.0625,148.484375,145.84375,146.5625,7328300,147.0625,0.0135688132672839,146.559375,144.7203125,146.3734375,0.019961043167652,0.0213960268019593,7328300.0,11645190.0,144.125,0
2000-05-02,91.28997802734375,144.125,147.125,144.125,145.5,9411900,144.125,-0.019974500637484,145.753125,145.0578125,146.0171875,0.0192790595270816,0.0217446063706546,9411900.0,10194560.0,140.75,0
2000-05-03,89.1521987915039,140.75,144.0,139.78125,144.0,12630700,140.75,-0.023417172593235,144.60625,144.6859375,145.5484375,0.0188561068592531,0.0222358243480053,12630700.0,10350710.0,141.8125,1
2000-05-04,89.82521057128906,141.8125,142.359375,140.75,142.0,5963600,141.8125,0.0075488454706926,143.76875,144.5546875,145.1796875,0.0189282156646728,0.0223429871819676,5963600.0,10291700.0,143.53125,1
2000-05-05,90.91388702392578,143.53125,144.0,140.9375,141.0625,7862400,143.53125,0.01211987659762,143.45625,144.5265625,144.83203125,0.0193048692069464,0.0224445842185904,7862400.0,10224180.0,142.453125,0
2000-05-08,90.2309799194336,142.453125,143.375,141.84375,142.75,5064100,142.453125,-0.0075114304376224,142.534375,144.546875,144.3828125,0.0191240202434419,0.0223834898369069,5064100.0,9441280.0,141.3125,0
2000-05-09,89.50851440429688,141.3125,143.40625,140.265625,143.0625,5620300,141.3125,-0.0080070198530218,141.971875,143.8625,143.90625,0.0125464320651532,0.022412752134241,5620300.0,8593110.0,138.125,0
2000-05-10,87.48953247070312,138.125,140.96875,137.75,140.5,10293900,138.125,-0.0225563909774436,141.446875,143.0265625,143.2921875,0.0136654401519981,0.0228342934451741,10293900.0,8851390.0,141.28125,1
2000-05-11,89.48868560791016,141.28125,141.5,139.125,140.125,7091100,141.28125,0.0228506787330315,141.340625,142.5546875,143.0421875,0.0164167156099399,0.0228871783203676,7091100.0,8000970.0,142.8125,1
2000-05-12,90.45858764648438,142.8125,143.46875,141.625,141.8125,5960800,142.8125,0.010838310108383,141.196875,142.3265625,142.9703125,0.0169415331161343,0.0228499408025221,5960800.0,7722710.0,145.28125,1
2000-05-15,92.02233123779297,145.28125,145.609375,142.0,142.75,4441300,145.28125,0.0172866520787746,141.7625,142.1484375,143.434375,0.0173438582823381,0.0187899918401113,4441300.0,7434010.0,146.6875,1
2000-05-16,92.9130630493164,146.6875,147.71875,145.3125,146.5625,8192200,146.6875,0.00967950096795,142.8375,142.4046875,143.73125,0.0162557507187211,0.0173592450245665,8192200.0,7312040.0,145.15625,0
2000-05-17,91.94319915771484,145.15625,146.1875,144.46875,145.6875,5907200,145.15625,-0.0104388581167448,144.24375,142.8453125,143.765625,0.0144265413972387,0.0165933376515447,5907200.0,6639690.0,143.375,0
2000-05-18,90.81494140625,143.375,146.3125,143.375,145.625,4325600,143.375,-0.0122712594187298,144.6625,143.0015625,143.778125,0.0151053232480276,0.01669738132941,4325600.0,6475890.0,141.125,0
2000-05-19,89.3897476196289,141.125,143.234375,140.40625,142.5625,6518400,141.125,-0.0156931124673059,144.325,142.7609375,143.64375,0.0154281817453566,0.0170269343442423,6518400.0,6341490.0,140.0625,0
2000-05-22,88.71675872802734,140.0625,141.46875,137.0,141.25,10839400,140.0625,-0.0075287865367581,143.28125,142.521875,143.534375,0.0154289238200963,0.0169393228408955,10839400.0,6919020.0,138.0,0
2000-05-23,87.41036224365234,138.0,140.8125,137.5625,140.4375,7979200,138.0,-0.0147255689424363,141.54375,142.190625,143.0265625,0.0158793947151018,0.0139825130552702,7979200.0,7154910.0,140.25,1
2000-05-24,88.83550262451172,140.25,140.6875,136.5,138.0,11081500,140.25,0.0163043478260869,140.5625,142.403125,142.71484375,0.0150950781762741,0.0145196453976391,11081500.0,7233670.0,137.84375,0
2000-05-25,87.31138610839844,137.84375,141.8125,137.71875,140.6875,8278900,137.84375,-0.017156862745098,139.45625,142.059375,142.30703125,0.0141159341465231,0.0149067592226747,8278900.0,7352450.0,138.0,1
2000-05-26,87.41036224365234,138.0,139.6875,137.328125,138.8125,4814000,138.0,0.001133529811834,138.83125,141.578125,141.95234375,0.0134235382774563,0.0149079049484302,4814000.0,7237770.0,142.5,1
2000-05-30,90.26070404052734,142.5,142.9375,139.46875,140.0,5362700,142.5,0.0326086956521738,139.31875,141.3,141.72421875,0.0165500177367212,0.0165036717832786,5362700.0,7329910.0,142.8125,1
2000-05-31,90.45858764648438,142.8125,144.0,142.09375,142.5625,6056500,142.8125,0.0021929824561404,140.28125,140.9125,141.65859375,0.0161367614525213,0.0159281254947497,6056500.0,7116340.0,145.3125,1
2000-06-01,92.0421371459961,145.3125,145.4375,143.0,143.6875,8961600,145.3125,0.0175054704595185,141.29375,140.928125,141.88671875,0.0170159188820591,0.0154278237259214,8961600.0,7421780.0,147.84375,1
2000-06-02,93.64546966552734,147.84375,149.09375,147.484375,148.9375,8962200,147.84375,0.0174193548387096,143.29375,141.375,142.18828125,0.0171804162210629,0.0157783623556261,8962200.0,7885440.0,147.125,0
2000-06-05,93.19017028808594,147.125,148.21875,146.875,147.46875,6998100,147.125,-0.0048615514690339,145.11875,141.975,142.36796875,0.0161681335003572,0.0156731514655134,6998100.0,7933410.0,146.46875,0
2000-06-06,92.7745132446289,146.46875,147.78125,145.90625,146.625,4858900,146.46875,-0.0044604927782497,145.9125,142.615625,142.56875,0.0159465356103102,0.0155969908903041,4858900.0,7335360.0,147.484375,1
2000-06-07,93.41783142089844,147.484375,148.0,146.0,146.625,4919500,147.484375,0.0069340729677831,146.846875,143.5640625,142.87734375,0.0144293602800899,0.0154747018623022,4919500.0,7029390.0,146.90625,0
2000-06-08,93.05162811279297,146.90625,147.75,146.0625,147.5,5723100,146.90625,-0.0039199067697849,147.165625,144.2296875,143.31640625,0.0143604425551005,0.0144278480709276,5723100.0,6493550.0,146.59375,0
2000-06-09,92.85372161865234,146.59375,147.96875,145.625,147.5,3085300,146.59375,-0.0021272069772388,146.915625,145.1046875,143.58203125,0.0124771427569465,0.01369858248765,3085300.0,5974190.0,144.875,0
2000-06-12,91.76502227783203,144.875,146.96875,144.875,146.96875,3678900,144.875,-0.0117245789810275,146.465625,145.7921875,143.68515625,0.0136678574429127,0.0138550325669073,3678900.0,5860680.0,147.59375,1
2000-06-13,93.48713684082031,147.59375,147.75,144.625,144.8125,6558700,147.59375,0.0187661777394305,146.690625,146.3015625,143.80078125,0.0109959577459937,0.0139512645609548,6558700.0,5980280.0,147.84375,1
2000-06-14,93.64546966552734,147.84375,148.875,147.1875,148.25,6420500,147.84375,0.0016938386618674,146.7625,146.8046875,143.85859375,0.0110040452074416,0.0137996742077826,6420500.0,6016680.0,148.15625,1
2000-06-15,93.84341430664062,148.15625,148.75,146.84375,148.125,5881200,148.15625,0.0021137180300148,147.0125,147.0890625,144.00859375,0.0098464446196302,0.0135601879534321,5881200.0,5708640.0,146.59375,0
2000-06-16,93.07231140136719,146.59375,148.3125,145.875,148.3125,5567900,146.59375,-0.0105462982493145,147.0125,146.9640625,144.16953125,0.0089012227088764,0.0134758207765581,5567900.0,5369210.0,148.46875,1
2000-06-19,94.26271057128906,148.46875,149.15625,146.25,146.46875,5106900,148.46875,0.0127904497974844,147.73125,147.0984375,144.53671875,0.0097216683470883,0.0130967218986088,5106900.0,5180090.0,147.9375,0
2000-06-20,93.92546081542969,147.9375,148.875,147.0,148.1875,6480000,147.9375,-0.0035781940644075,147.8,147.2453125,144.93046875,0.0096709605068191,0.0129647157804321,6480000.0,5342200.0,147.875,0
2000-06-21,93.88580322265625,147.875,148.4375,146.890625,146.9375,3115000,147.875,-0.0004224757076468,147.80625,147.284375,145.42421875,0.0094500864258608,0.0123247405646875,3115000.0,5161750.0,145.625,0
2000-06-22,92.45726776123047,145.625,147.6875,145.0,147.5625,7490500,145.625,-0.0152155536770921,147.3,147.15625,145.69296875,0.0106144852462804,0.0126175047204965,7490500.0,5338490.0,144.375,0
2000-06-23,91.66363525390625,144.375,146.125,143.875,145.8125,4863300,144.375,-0.0085836909871244,146.85625,146.934375,146.01953125,0.0108951489625968,0.0120676036611779,4863300.0,5516290.0,146.234375,1
2000-06-26,92.84415435791016,146.234375,146.25,144.875,145.375,5201300,146.234375,0.0128787878787879,146.409375,147.0703125,146.43125,0.0110983968247988,0.0122872385975588,5201300.0,5668530.0,145.15625,0
2000-06-27,92.15962982177734,145.15625,146.71875,145.015625,145.984375,4159500,145.15625,-0.0073725825408696,145.853125,146.8265625,146.5640625,0.0093936715140092,0.0103043023571504,4159500.0,5428610.0,145.5625,1
2000-06-28,92.4176254272461,145.5625,146.984375,145.3125,145.625,5347700,145.5625,0.0027987082884821,145.390625,146.5984375,146.7015625,0.0094434000720382,0.0103089625049428,5347700.0,5321330.0,144.1875,0
2000-06-29,91.54454040527344,144.1875,145.75,143.515625,144.75,6345700,144.1875,-0.0094461142121081,145.103125,146.2015625,146.6453125,0.0096551770937395,0.0097867474867742,6345700.0,5367780.0,145.28125,1
2000-06-30,92.23900604248047,145.28125,145.59375,143.890625,143.9375,7420200,145.28125,0.0075856090160382,145.284375,146.0703125,146.5171875,0.0097139980719163,0.0090680209797901,7420200.0,5553010.0,147.28125,1
2000-07-03,93.5087890625,147.28125,147.4375,145.1875,145.4375,1436600,147.28125,0.01376640137664,145.49375,145.9515625,146.525,0.0098699915320772,0.0095751427090853,1436600.0,5185980.0,144.625,0
2000-07-05,91.82234191894531,144.625,146.65625,144.375,146.375,2748200,144.625,-0.0180352217271376,145.3875,145.6203125,146.4328125,0.0112860415340643,0.0103638140568364,2748200.0,4812800.0,145.75,1
2000-07-06,92.53661346435547,145.75,146.46875,144.21875,144.9375,5963200,145.75,0.0077787381158167,145.425,145.4078125,146.34609375,0.0117195842772883,0.0103977210389133,5963200.0,5097620.0,148.09375,1
2000-07-07,94.0246810913086,148.09375,148.78125,146.25,146.6875,3034800,148.09375,0.0160806174957117,146.20625,145.6546875,146.40546875,0.0117941823732461,0.0109999003603774,3034800.0,4652050.0,147.84375,0
2000-07-10,93.8659439086914,147.84375,148.90625,147.53125,147.875,2816100,147.84375,-0.0016881198565098,146.71875,146.0015625,146.46796875,0.0113150464101675,0.0109949017858786,2816100.0,4447330.0,148.15625,1
2000-07-11,94.06436920166016,148.15625,149.125,147.15625,147.46875,5431600,148.15625,0.0021137180300148,146.89375,146.19375,146.63203125,0.0107067345525685,0.0106151732290838,5431600.0,4470360.0,149.125,1
2000-07-12,94.67939758300781,149.125,150.125,148.6875,149.28125,5883000,149.125,0.006538704914575,147.79375,146.590625,146.70859375,0.0103439023530975,0.0098749393599206,5883000.0,4642710.0,149.78125,1
2000-07-13,95.09600830078125,149.78125,150.375,149.1875,149.984375,5356000,149.78125,0.0044006705783739,148.6,147.0125,146.80546875,0.0103571488195165,0.0099097483038867,5356000.0,4643540.0,151.25,1
2000-07-14,96.02853393554688,151.25,151.25,149.671875,150.4375,5341900,151.25,0.0098059670352597,149.23125,147.71875,146.96015625,0.0095642305982787,0.010114744384325,5341900.0,4543160.0,151.0,0
2000-07-17,95.86986541748047,151.0,151.984375,150.6875,150.984375,4208300,151.0,-0.0016528925619834,149.8625,148.290625,147.18046875,0.0097140052681331,0.0097660844593987,4208300.0,4221970.0,149.765625,0
2000-07-18,95.08613586425781,149.765625,150.625,149.34375,150.625,4262100,149.765625,-0.0081746688741721,150.184375,148.5390625,147.2453125,0.0097185062196336,0.0096175261346214,4262100.0,4504520.0,148.5625,0
2000-07-19,94.32228088378906,148.5625,149.90625,148.25,149.46875,8506800,148.5625,-0.0080333854981742,150.071875,148.9328125,147.2765625,0.0077814974586644,0.0097668777203351,8506800.0,5080380.0,150.625,1
2000-07-20,95.63177490234375,150.625,150.625,148.8125,149.0,4538900,150.625,0.0138830458561212,150.240625,149.4203125,147.4140625,0.0084347116701042,0.0102275303331212,4538900.0,4937950.0,147.6875,0
2000-07-21,93.76673889160156,147.6875,149.75,147.6875,149.75,5656900,147.6875,-0.0195020746887967,149.528125,149.3796875,147.5171875,0.0098444816367095,0.0106219050169098,5656900.0,5200160.0,146.84375,0
2000-07-24,93.23102569580078,146.84375,148.859375,146.5625,148.125,5628500,146.84375,-0.0057130765975454,148.696875,149.2796875,147.640625,0.0099918582572239,0.0105078246100871,5628500.0,5481400.0,147.3125,1
2000-07-25,93.52863311767578,147.3125,147.84375,146.78125,147.75,4757100,147.3125,0.0031921685464992,148.20625,149.1953125,147.69453125,0.0100305483001029,0.0101435921190732,4757100.0,5413950.0,145.875,0
2000-07-26,92.6159439086914,145.875,147.15625,145.640625,146.96875,12062500,145.875,-0.0097581671616461,147.66875,148.8703125,147.73046875,0.0100790524049511,0.0102534342162533,12062500.0,6031900.0,145.375,0
2000-07-27,92.2985610961914,145.375,146.625,144.6875,145.9375,7652600,145.375,-0.003427592116538,146.61875,148.4296875,147.72109375,0.0098138020847281,0.0102679917669824,7652600.0,6261560.0,142.09375,0
2000-07-28,90.21527099609375,142.09375,145.90625,141.515625,145.71875,6229500,142.09375,-0.0225709372312983,145.5,147.5140625,147.61640625,0.0104616185279299,0.0112727701460775,6229500.0,6350320.0,143.0,1
2000-07-31,90.79065704345703,143.0,144.125,142.0625,142.9375,5265500,143.0,0.0063778315372773,144.73125,146.7140625,147.50234375,0.011134012983674,0.0112293652484651,5265500.0,6456040.0,143.875,1
2000-08-01,91.34617614746094,143.875,144.71875,143.125,143.625,3946600,143.875,0.006118881118881,144.04375,146.125,147.33203125,0.0116403066253215,0.0108329360140528,3946600.0,6424490.0,144.59375,1
2000-08-02,91.80245208740234,144.59375,145.40625,143.625,143.875,7439800,144.59375,0.0049956559513466,143.7875,145.728125,147.33046875,0.0118587613414546,0.0101414831158905,7439800.0,6317790.0,145.59375,1
2000-08-03,92.43741607666016,145.59375,145.8125,142.625,142.875,4607100,145.59375,0.0069159282472444,143.83125,145.225,147.32265625,0.0109499705218016,0.0101086049926855,4607100.0,6324610.0,146.375,1
2000-08-04,92.93342590332031,146.375,146.71875,145.40625,146.3125,3686600,146.375,0.005365958360163,144.6875,145.09375,147.23671875,0.0096131478431807,0.0094753318170573,3686600.0,6127580.0,148.125,1
2000-08-07,94.04447174072266,148.125,148.4375,146.375,146.71875,4159800,148.125,0.0119555935098205,145.7125,145.221875,147.25078125,0.010224376425425,0.0098712431281217,4159800.0,5980710.0,148.6875,1
2000-08-08,94.40165710449219,148.6875,148.8125,147.5,147.5,3658700,148.6875,0.0037974683544304,146.675,145.359375,147.27734375,0.0102411234914688,0.009896096686986,3658700.0,5870870.0,147.4375,0
